#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700 t701 t702 t703 t704 t705 t706 t707 t708 t709 t710 t711 t712 t713 t714 t715 t716 t717 t718 t719 t720 t721 t722 t723 t724 t725 t726 t727 t728 t729 t730 t731 t732 t733 t734 t735 t736 t737 t738 t739 t740 t741 t742 t743 t744 t745 t746 t747 t748 t749 t750 t751 t752 t753 t754 t755 t756 t757 t758 t759 t760 t761 t762 t763 t764 t765 t766 t767 t768 t769 t770 t771 t772 t773 t774 t775 t776 t777 t778 t779 t780 t781 t782 t783 t784 t785 t786 t787 t788 t789 t790 t791 t792 t793 t794 t795 t796 t797 t798 t799 t800 t801 t802 t803 t804 t805 t806 t807 t808 t809 t810 t811 t812 t813 t814 t815 t816 t817 t818 t819 t820 t821 t822 t823 t824 t825 t826 t827 t828 t829 t830 t831 t832 t833 t834 t835 t836 t837 t838 t839 t840 t841 t842 t843 t844 t845 t846 t847 t848 t849 t850 t851 t852 t853 t854 t855 t856 t857 t858 t859 t860 t861 t862 t863 t864 t865 t866 t867 t868 t869 t870 t871 t872 t873 t874 t875 t876 t877 t878 t879 t880 t881 t882 t883 t884 t885 t886 t887 t888 t889 t890 t891 t892 t893 t894 t895 t896 t897 t898 t899 t900 t901 t902 t903 t904 t905 t906 t907 t908 t909 t910 t911 t912 t913 t914 t915 t916 t917 t918 t919 t920 t921 t922 t923 t924 t925 t926 t927 t928 t929 t930 t931 t932 t933 t934 t935 t936 t937 t938 t939 t940 t941 t942 t943 t944 t945 t946 t947 t948 t949 t950 t951 t952 t953 t954 t955 t956 t957 t958 t959 t960 t961 t962 t963 t964 t965 t966 t967 t968 t969 t970 t971 t972 t973 t974 t975 t976 t977 t978 t979 t980 t981 t982 t983 t984 t985 t986 t987 t988 t989 t990 t991 t992 t993 t994 t995 t996 t997 t998 t999 t1000;
set S := s1 s2 s3;
#param N := 141;
param N := 171;
  t301 10 7 6
  t302 5 4 6
  t303 8 9 8
  t304 2 4 3
  t305 10 4 6
  t306 8 4 7
  t307 1 10 3
  t308 3 3 3
  t309 10 5 4
  t310 8 3 7
  t311 3 3 8
  t312 7 3 1
  t313 9 3 3
  t314 10 9 2
  t315 10 7 6
  t316 7 8 6
  t317 3 8 2
  t318 9 5 1
  t319 9 9 7
  t320 7 2 7
  t321 9 10 10
  t322 4 9 3
  t323 9 5 10
  t324 3 4 3
  t325 9 6 3
  t326 2 8 2
  t327 4 2 7
  t328 9 10 3
  t329 1 9 4
  t330 9 10 1
  t331 1 2 7
  t332 7 9 2
  t333 5 6 4
  t334 7 5 7
  t335 2 6 9
  t336 10 8 10
  t337 6 8 8
  t338 2 4 6
  t339 9 5 5
  t340 6 9 8
  t341 4 3 8
  t342 4 4 4
  t343 6 2 2
  t344 1 8 10
  t345 10 8 9
  t346 4 1 8
  t347 6 3 2
  t348 1 4 10
  t349 6 3 4
  t350 10 6 8
  t351 7 6 5
  t352 10 10 2
  t353 9 7 3
  t354 1 7 3
  t355 5 9 7
  t356 1 5 2
  t357 5 6 6
  t358 2 10 10
  t359 6 9 8
  t360 10 8 3
  t361 10 2 3
  t362 6 5 10
  t363 8 10 7
  t364 1 4 2
  t365 7 2 8
  t366 7 2 10
  t367 7 4 5
  t368 3 1 6
  t369 8 9 3
  t370 10 10 9
  t371 8 2 5
  t372 5 5 1
  t373 5 9 8
  t374 1 5 1
  t375 7 7 3
  t376 4 2 4
  t377 9 7 2
  t378 5 8 5
  t379 6 3 9
  t380 2 5 8
  t381 2 1 4
  t382 5 6 1
  t383 3 5 2
  t384 4 7 2
  t385 8 1 8
  t386 4 7 6
  t387 9 5 5
  t388 1 2 7
  t389 3 10 7
  t390 1 10 6
  t391 3 2 1
  t392 3 3 4
  t393 6 4 7
  t394 5 8 9
  t395 8 10 9
  t396 8 10 2
  t397 5 9 8
  t398 7 1 10
  t399 2 4 9
  t400 5 7 2
  t401 2 3 1
  t402 8 2 10
  t403 9 1 4
  t404 4 2 1
  t405 7 1 9
  t406 5 4 2
  t407 7 4 10
  t408 9 2 8
  t409 3 9 9
  t410 9 6 9
  t411 7 6 10
  t412 9 6 8
  t413 1 10 9
  t414 1 4 6
  t415 9 2 8
  t416 3 6 4
  t417 2 10 2
  t418 3 10 10
  t419 10 2 6
  t420 7 4 7
  t421 9 6 6
  t422 1 8 4
  t423 7 3 2
  t424 1 5 7
  t425 3 9 8
  t426 4 4 5
  t427 10 2 7
  t428 4 6 5
  t429 10 10 8
  t430 4 3 2
  t431 10 5 6
  t432 8 1 4
  t433 9 9 10
  t434 7 5 1
  t435 10 1 1
  t436 5 2 5
  t437 7 6 10
  t438 4 9 1
  t439 5 8 3
  t440 6 5 9
  t441 5 1 4
  t442 7 2 9
  t443 4 7 10
  t444 9 4 10
  t445 5 7 10
  t446 2 3 3
  t447 7 5 5
  t448 2 3 10
  t449 10 10 4
  t450 2 3 6
  t451 8 3 4
  t452 7 5 4
  t453 2 8 6
  t454 7 1 6
  t455 10 9 8
  t456 4 1 9
  t457 5 7 5
  t458 7 10 9
  t459 8 9 3
  t460 7 8 3
  t461 4 2 6
  t462 2 8 2
  t463 10 7 1
  t464 10 3 3
  t465 5 8 3
  t466 4 10 1
  t467 8 10 4
  t468 8 7 2
  t469 9 10 1
  t470 1 1 1
  t471 2 2 3
  t472 10 8 1
  t473 6 7 7
  t474 8 2 6
  t475 4 10 2
  t476 10 7 5
  t477 10 9 8
  t478 4 4 2
  t479 2 10 7
  t480 6 1 5
  t481 5 9 1
  t482 6 10 3
  t483 6 8 3
  t484 8 8 1
  t485 6 4 6
  t486 5 6 9
  t487 10 3 5
  t488 5 2 4
  t489 5 9 3
  t490 1 2 9
  t491 9 4 8
  t492 3 9 4
  t493 7 1 1
  t494 8 2 1
  t495 6 4 5
  t496 2 3 5
  t497 10 4 9
  t498 3 10 3
  t499 10 9 1
  t500 8 2 1
  t501 7 10 10
  t502 6 9 8
  t503 8 8 8
  t504 4 10 6
  t505 6 8 1
  t506 2 8 3
  t507 10 9 7
  t508 9 5 7
  t509 10 9 8
  t510 6 10 7
  t511 4 2 2
  t512 9 8 5
  t513 10 10 6
  t514 2 3 3
  t515 9 7 4
  t516 5 7 2
  t517 9 3 1
  t518 1 9 2
  t519 4 10 6
  t520 7 9 3
  t521 4 6 3
  t522 3 2 3
  t523 3 3 8
  t524 3 9 9
  t525 6 3 10
  t526 8 9 7
  t527 1 6 10
  t528 3 8 9
  t529 8 9 10
  t530 9 8 9
  t531 6 6 5
  t532 10 10 1
  t533 3 5 5
  t534 3 5 3
  t535 5 2 10
  t536 6 5 8
  t537 1 2 10
  t538 7 4 3
  t539 6 5 1
  t540 7 5 9
  t541 7 5 9
  t542 5 7 9
  t543 9 7 6
  t544 2 10 8
  t545 4 3 9
  t546 2 7 9
  t547 6 5 4
  t548 10 1 10
  t549 2 7 2
  t550 5 2 5
  t551 5 2 1
  t552 6 5 3
  t553 8 10 3
  t554 3 4 8
  t555 1 2 8
  t556 3 1 5
  t557 7 9 8
  t558 2 1 8
  t559 9 6 7
  t560 6 2 5
  t561 9 7 5
  t562 6 2 4
  t563 4 10 8
  t564 9 8 1
  t565 1 1 2
  t566 8 10 2
  t567 8 8 4
  t568 3 5 8
  t569 2 2 10
  t570 4 6 6
  t571 9 6 1
  t572 2 5 7
  t573 9 8 10
  t574 2 3 8
  t575 1 2 7
  t576 4 5 7
  t577 10 10 8
  t578 6 1 4
  t579 2 9 8
  t580 1 2 8
  t581 3 1 5
  t582 5 10 1
  t583 9 3 8
  t584 4 10 7
  t585 4 6 2
  t586 4 4 8
  t587 7 4 3
  t588 3 4 5
  t589 3 10 5
  t590 8 7 6
  t591 10 10 10
  t592 7 4 8
  t593 7 4 7
  t594 3 7 1
  t595 1 9 8
  t596 8 2 7
  t597 6 4 1
  t598 3 10 8
  t599 7 6 1
  t600 6 5 5
  t601 10 1 1
  t602 6 10 6
  t603 9 9 3
  t604 9 8 4
  t605 5 5 2
  t606 8 9 8
  t607 10 2 8
  t608 7 5 2
  t609 2 8 4
  t610 7 8 7
  t611 5 2 4
  t612 10 6 10
  t613 5 5 5
  t614 6 1 6
  t615 3 9 3
  t616 3 2 6
  t617 5 3 9
  t618 6 6 9
  t619 5 1 8
  t620 6 1 5
  t621 10 10 6
  t622 1 9 5
  t623 10 8 2
  t624 10 10 5
  t625 2 2 4
  t626 10 6 3
  t627 7 1 6
  t628 8 4 7
  t629 3 7 10
  t630 4 8 2
  t631 1 5 3
  t632 3 3 5
  t633 5 8 4
  t634 3 5 2
  t635 3 4 2
  t636 2 10 10
  t637 8 6 5
  t638 1 6 3
  t639 1 6 6
  t640 5 9 3
  t641 3 6 5
  t642 9 3 3
  t643 8 6 2
  t644 9 4 7
  t645 2 1 6
  t646 3 10 3
  t647 2 3 4
  t648 4 2 2
  t649 8 1 2
  t650 10 8 5
  t651 5 2 10
  t652 4 6 2
  t653 10 6 9
  t654 10 2 9
  t655 5 9 2
  t656 8 10 8
  t657 6 7 9
  t658 2 2 2
  t659 6 9 2
  t660 2 5 10
  t661 4 5 4
  t662 6 1 2
  t663 9 2 7
  t664 2 2 4
  t665 10 2 7
  t666 10 7 8
  t667 9 3 2
  t668 8 4 1
  t669 2 1 7
  t670 5 2 8
  t671 8 9 9
  t672 9 1 2
  t673 6 8 1
  t674 9 3 7
  t675 7 2 9
  t676 9 9 7
  t677 10 10 5
  t678 1 3 6
  t679 7 7 6
  t680 1 4 5
  t681 5 6 1
  t682 8 10 5
  t683 10 6 10
  t684 10 8 4
  t685 9 3 6
  t686 8 9 5
  t687 5 4 10
  t688 6 2 7
  t689 2 9 7
  t690 7 5 9
  t691 9 10 4
  t692 9 10 9
  t693 8 4 5
  t694 6 4 5
  t695 5 7 2
  t696 1 5 8
  t697 1 3 3
  t698 5 1 1
  t699 6 2 6
  t700 3 2 9
  t701 2 10 6
  t702 7 7 3
  t703 4 8 5
  t704 9 2 9
  t705 4 3 8
  t706 1 1 5
  t707 6 9 8
  t708 7 5 4
  t709 3 6 1
  t710 8 7 7
  t711 5 6 10
  t712 1 3 3
  t713 4 6 2
  t714 9 10 6
  t715 3 3 5
  t716 7 3 7
  t717 1 2 4
  t718 1 10 10
  t719 2 3 1
  t720 8 4 4
  t721 8 3 4
  t722 4 3 3
  t723 5 10 4
  t724 8 1 3
  t725 4 7 2
  t726 1 6 8
  t727 10 1 9
  t728 7 3 10
  t729 3 6 3
  t730 9 3 2
  t731 3 5 7
  t732 10 9 7
  t733 8 9 1
  t734 1 3 8
  t735 8 2 1
  t736 9 8 2
  t737 6 4 3
  t738 5 10 9
  t739 2 8 6
  t740 2 6 6
  t741 2 8 5
  t742 1 6 4
  t743 6 2 2
  t744 3 7 1
  t745 7 5 2
  t746 7 10 6
  t747 9 8 7
  t748 10 2 6
  t749 7 1 8
  t750 8 5 7
  t751 5 3 4
  t752 10 9 1
  t753 7 2 10
  t754 5 9 2
  t755 3 1 7
  t756 10 8 6
  t757 3 10 2
  t758 1 7 1
  t759 8 10 5
  t760 5 3 1
  t761 1 1 8
  t762 7 2 8
  t763 7 2 3
  t764 8 8 4
  t765 7 6 2
  t766 8 1 7
  t767 10 4 9
  t768 10 9 5
  t769 2 10 8
  t770 3 4 6
  t771 9 10 10
  t772 5 7 8
  t773 4 2 3
  t774 3 2 8
  t775 4 1 5
  t776 3 2 7
  t777 4 9 8
  t778 6 9 3
  t779 8 2 10
  t780 1 3 4
  t781 5 9 2
  t782 6 2 8
  t783 4 6 9
  t784 5 7 4
  t785 7 3 7
