data;

#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500;
set S := s1 s2 s3;
param N := 70;
  t150 7 2 2
  t151 5 3 7
  t152 8 7 9
  t153 2 9 9
  t154 1 5 9
  t155 7 4 6
  t156 4 1 10
  t157 4 2 8
  t158 1 8 9
  t159 3 4 10
  t160 5 9 7
  t161 1 7 1
  t162 9 7 3
  t163 3 4 5
  t164 1 7 7
  t165 4 2 6
  t166 4 5 10
  t167 4 8 6
  t168 4 2 4
  t169 4 5 8
  t170 5 9 8
  t171 6 6 7
  t172 4 1 9
  t173 3 6 7
  t174 9 5 8
  t175 6 3 3
  t176 1 1 7
  t177 2 1 9
  t178 1 8 1
  t179 1 9 1
  t180 2 9 4
  t181 9 6 7
  t182 7 10 4
  t183 1 7 7
  t184 1 2 7
  t185 2 4 10
  t186 1 5 3
  t187 4 7 5
  t188 4 9 7
  t189 9 1 7
  t190 6 6 5
  t191 4 9 7
  t192 7 10 4
  t193 5 7 7
  t194 2 1 8
  t195 2 2 7
  t196 9 2 2
  t197 2 7 5
  t198 2 10 7
  t199 5 5 3
  t200 7 7 8
  t201 5 8 8
  t202 5 7 10
  t203 8 7 5
  t204 4 6 7
  t205 8 6 5
  t206 2 10 9
  t207 4 5 7
  t208 5 5 7
  t209 8 10 9
  t210 1 9 2
  t211 3 10 6
  t212 1 5 9
  t213 6 8 6
  t214 2 7 2
  t215 5 8 9
  t216 8 8 6
  t217 1 1 2
  t218 9 9 6
  t219 4 3 7
  t220 10 8 7
  t221 4 2 9
  t222 6 8 5
  t223 6 10 10
  t224 6 10 5
  t225 6 4 2
  t226 3 7 10
  t227 3 9 9
  t228 5 3 8
  t229 1 3 7
  t230 8 8 3
  t231 1 5 5
  t232 5 8 9
  t233 2 9 9
  t234 9 7 4
  t235 8 6 8
  t236 4 10 3
  t237 4 10 9
  t238 9 6 5
  t239 2 7 5
  t240 4 6 7
  t241 10 7 8
  t242 7 6 8
  t243 1 8 2
  t244 7 8 6
  t245 9 10 6
  t246 2 1 3
  t247 1 4 5
  t248 2 5 6
  t249 7 4 2
  t250 4 2 10
  t251 8 1 2
  t252 8 4 2
  t253 6 5 7
  t254 2 10 8
  t255 3 10 4
  t256 3 10 6
  t257 3 5 4
  t258 5 9 7
  t259 4 7 4
  t260 2 6 3
  t261 7 9 8
  t262 10 1 4
  t263 7 9 7
  t264 9 5 5
  t265 4 9 7
  t266 7 1 2
  t267 8 5 2
  t268 1 8 9
  t269 6 5 1
  t270 5 5 8
  t271 6 8 6
  t272 2 4 1
  t273 1 6 3
  t274 9 4 4
  t275 5 10 2
  t276 4 7 8
  t277 6 9 1
  t278 5 10 8
  t279 8 9 3
  t280 1 9 1
  t281 7 2 9
  t282 8 3 2
  t283 9 6 2
  t284 3 2 7
  t285 5 6 6
  t286 5 2 3
  t287 2 8 6
  t288 9 4 5
  t289 2 3 10
  t290 6 2 6
  t291 1 5 1
  t292 9 2 2
  t293 1 4 4
  t294 2 2 2
  t295 3 6 1
  t296 3 7 1
  t297 3 4 5
  t298 3 10 5
  t299 9 1 5
  t300 7 9 9
  t301 6 9 6
  t302 5 1 10
  t303 5 8 10
  t304 2 4 9
  t305 10 6 3
  t306 6 10 6
  t307 4 9 3
  t308 2 4 1
  t309 6 3 3
  t310 1 10 2
  t311 6 10 6
  t312 3 7 6
  t313 10 4 7
  t314 3 1 10
  t315 10 10 10
  t316 3 2 6
  t317 2 8 5
  t318 2 5 1
  t319 8 3 8
  t320 9 2 10
  t321 8 1 1
  t322 2 6 7
  t323 9 6 1
  t324 10 3 2
  t325 4 9 5
  t326 2 7 3
  t327 1 2 10
  t328 2 4 5
  t329 2 7 8
  t330 9 3 7
  t331 8 5 8
  t332 5 3 2
  t333 7 9 7
  t334 8 8 2
  t335 9 2 3
  t336 4 1 2
  t337 3 6 2
  t338 7 5 1
  t339 7 3 2
  t340 9 7 7
  t341 10 1 5
  t342 10 1 6
  t343 8 6 6
  t344 5 2 3
  t345 6 7 4
  t346 7 9 1
  t347 5 3 3
  t348 1 1 1
  t349 5 8 2
  t350 6 10 3
  t351 9 6 5
  t352 1 1 10
  t353 4 5 9
  t354 8 3 4
  t355 5 7 6
  t356 4 5 10
  t357 9 9 5
  t358 2 5 5
  t359 4 9 1
  t360 3 8 5
  t361 7 10 6
  t362 8 9 3
  t363 2 3 9
  t364 2 6 5
  t365 6 10 8
  t366 1 8 9
  t367 9 7 3
  t368 6 10 3
  t369 2 6 6
  t370 8 4 10
  t371 2 10 7
  t372 8 1 9
  t373 1 9 1
  t374 4 5 2
  t375 10 3 1
  t376 8 7 6
  t377 4 7 4
  t378 4 10 2
  t379 7 9 10
  t380 1 2 8
  t381 9 8 4
  t382 7 9 10
  t383 2 5 2
  t384 10 5 6
  t385 3 9 4
  t386 4 1 2
  t387 2 2 4
  t388 5 1 3
  t389 6 7 2
  t390 3 6 8
  t391 6 3 7
  t392 5 8 3
  t393 1 2 10
  t394 8 10 6
  t395 8 2 8
  t396 5 1 6
  t397 4 6 3
  t398 3 8 2
  t399 4 5 9
  t400 7 4 8
  t401 8 8 6
  t402 1 7 1
  t403 10 9 8
  t404 1 8 9
  t405 8 2 1
  t406 5 2 3
  t407 7 5 4
  t408 4 4 2
  t409 10 8 10
  t410 1 9 10
  t411 3 3 7
  t412 7 10 5
  t413 5 3 7
  t414 6 4 10
  t415 3 9 2
  t416 8 9 7
  t417 2 7 1
  t418 5 5 3
  t419 4 6 2
  t420 7 9 1
  t421 7 9 1
  t422 10 4 10
  t423 5 3 3
  t424 2 1 5
  t425 3 1 8
  t426 3 10 10
  t427 10 2 9
  t428 9 9 7
  t429 6 4 6
  t430 4 9 2
  t431 4 1 7
  t432 5 1 9
  t433 1 4 9
  t434 3 2 4
  t435 4 2 1
  t436 1 2 3
  t437 2 5 7
  t438 7 1 2
  t439 2 2 9
  t440 5 5 7
  t441 8 9 3
  t442 5 5 1
  t443 1 10 9
  t444 4 4 9
  t445 3 10 4
  t446 10 9 9
  t447 2 2 10
  t448 6 4 5
  t449 6 8 10
  t450 3 6 3
  t451 4 7 6
  t452 8 8 5
  t453 2 10 5
  t454 4 2 1
  t455 10 10 1
  t456 9 3 7
  t457 5 8 7
  t458 1 10 9
  t459 3 10 8
  t460 4 4 5
  t461 1 9 7
  t462 1 6 9
  t463 10 7 6
  t464 5 4 6
  t465 8 9 8
  t466 2 4 3
  t467 10 4 6
  t468 8 4 7
  t469 1 10 3
  t470 3 3 3
  t471 10 5 4
  t472 8 3 7
  t473 3 3 8
  t474 7 3 1
  t475 9 3 3
  t476 10 9 2
  t477 10 7 6
  t478 7 8 6
  t479 3 8 2
  t480 9 5 1
  t481 9 9 7
  t482 7 2 7
  t483 9 10 10
  t484 4 9 3
  t485 9 5 10
  t486 3 4 3
  t487 9 6 3
  t488 2 8 2
  t489 4 2 7
  t490 9 10 3
  t491 1 9 4
  t492 9 10 1
  t493 1 2 7
  t494 7 9 2
  t495 5 6 4
  t496 7 5 7
  t497 2 6 9
  t498 10 8 10
  t499 6 8 8
  t500 2 4 6
;

param S_time : s1 s2 s3 :=
  t1 0 1 1
  t2 1 1 2
  t3 0 1 2
  t4 0 0 1
  t5 0 2 1
  t6 0 3 2
  t7 0 1 0
  t8 3 0 3
  t9 3 0 2
  t10 0 2 2
  t11 2 3 0
  t12 3 1 2
  t13 3 2 2
  t14 1 0 0
  t15 0 1 0
  t16 2 3 3
  t17 2 0 1
  t18 1 2 2
  t19 1 0 2
  t20 2 2 0
  t21 3 1 0
  t22 3 3 1
  t23 2 0 1
  t24 0 2 3
  t25 3 2 0
  t26 0 3 2
  t27 3 0 1
  t28 1 2 0
  t29 3 1 1
  t30 2 3 3
  t31 0 3 3
  t32 0 0 1
  t33 2 3 1
  t34 3 0 2
  t35 2 0 0
  t36 1 2 1
  t37 2 1 1
  t38 3 3 2
  t39 3 3 2
  t40 0 0 3
  t41 0 2 0
  t42 3 0 1
  t43 3 1 3
  t44 0 1 1
  t45 1 2 3
  t46 0 0 0
  t47 2 1 0
  t48 2 3 0
  t49 3 1 0
  t50 2 2 1
  t51 3 1 1
  t52 0 0 1
  t53 1 1 1
  t54 3 1 2
  t55 1 3 2
  t56 3 3 3
  t57 1 0 2
  t58 0 0 2
  t59 1 0 3
  t60 3 3 2
  t61 0 1 2
  t62 1 0 3
  t63 3 0 0
  t64 1 3 2
  t65 0 1 3
  t66 3 0 1
  t67 3 2 3
  t68 2 0 3
  t69 2 0 0
  t70 0 2 0
  t71 2 3 1
  t72 3 2 0
  t73 2 3 3
  t74 1 2 2
  t75 2 3 3
  t76 3 2 2
  t77 0 1 2
  t78 0 2 3
  t79 1 2 0
  t80 3 0 3
  t81 1 1 3
  t82 0 2 3
  t83 1 2 3
  t84 1 2 2
  t85 0 1 3
  t86 2 3 2
  t87 0 0 1
  t88 2 0 2
  t89 1 1 1
  t90 3 2 2
  t91 1 0 2
  t92 3 0 2
  t93 3 2 1
  t94 0 1 1
  t95 1 2 2
  t96 2 2 0
  t97 1 2 0
  t98 0 2 3
  t99 3 2 3
  t100 2 0 1
  t101 3 1 1
  t102 2 1 0
  t103 3 2 1
  t104 0 3 3
  t105 2 2 1
  t106 3 2 0
  t107 3 1 2
  t108 2 3 0
  t109 1 2 2
  t110 0 1 2
  t111 3 2 0
  t112 3 2 2
  t113 3 0 0
  t114 3 3 1
  t115 2 3 2
  t116 3 2 0
  t117 0 2 3
  t118 1 3 3
  t119 0 0 0
  t120 3 3 3
  t121 3 1 1
  t122 3 3 1
  t123 2 2 3
  t124 2 2 2
  t125 3 3 2
  t126 3 2 2
  t127 0 3 3
  t128 2 2 0
  t129 1 0 1
  t130 0 2 0
  t131 1 3 1
  t132 2 0 1
  t133 1 1 3
  t134 2 0 0
  t135 3 3 3
  t136 0 1 2
  t137 2 1 3
  t138 2 3 1
  t139 2 0 3
  t140 2 2 0
  t141 1 0 2
  t142 2 2 1
  t143 3 3 2
  t144 3 1 0
  t145 2 0 1
  t146 1 2 3
  t147 3 3 3
  t148 3 0 3
  t149 3 0 0
  t150 2 0 3
  t151 3 1 2
  t152 3 0 1
  t153 1 3 1
  t154 0 3 3
  t155 1 3 1
  t156 0 3 0
  t157 0 0 0
  t158 3 1 1
  t159 2 2 2
  t160 1 1 2
  t161 1 3 2
  t162 2 3 2
  t163 3 1 1
  t164 3 1 1
  t165 2 3 0
  t166 0 3 0
  t167 1 1 2
  t168 1 3 1
  t169 2 3 2
  t170 2 3 0
  t171 1 2 0
  t172 1 2 3
  t173 1 1 1
  t174 2 3 3
  t175 1 3 0
  t176 0 0 1
  t177 1 1 3
  t178 3 0 3
  t179 2 2 3
  t180 0 1 1
  t181 2 2 0
  t182 3 1 2
  t183 0 3 3
  t184 1 3 2
  t185 0 1 3
  t186 0 0 2
  t187 1 0 1
  t188 3 2 1
  t189 2 0 1
  t190 3 0 3
  t191 2 3 1
  t192 0 2 0
  t193 1 1 2
  t194 0 2 2
  t195 1 1 3
  t196 3 0 2
  t197 2 0 3
  t198 1 1 1
  t199 2 3 0
  t200 2 2 0
  t201 1 1 0
  t202 0 2 3
  t203 2 1 2
  t204 3 1 2
  t205 1 3 3
  t206 1 1 0
  t207 3 0 3
  t208 1 1 3
  t209 3 3 3
  t210 2 0 1
  t211 0 3 3
  t212 0 1 1
  t213 3 1 0
  t214 2 0 1
  t215 2 1 3
  t216 0 3 0
  t217 0 2 1
  t218 1 1 3
  t219 3 1 3
  t220 1 3 0
  t221 2 0 1
  t222 1 0 3
  t223 3 3 0
  t224 3 1 0
  t225 0 2 1
  t226 3 1 3
  t227 3 1 1
  t228 1 2 0
  t229 3 1 3
  t230 3 3 0
  t231 1 0 1
  t232 1 3 0
  t233 2 2 0
  t234 1 0 2
  t235 2 0 0
  t236 2 3 1
  t237 0 2 2
  t238 1 2 2
  t239 1 0 1
  t240 1 1 3
  t241 2 3 0
  t242 2 3 2
  t243 0 2 3
  t244 1 2 2
  t245 1 3 0
  t246 3 0 3
  t247 3 1 1
  t248 2 0 1
  t249 2 3 0
  t250 3 1 1
  t251 0 2 3
  t252 0 3 0
  t253 2 1 1
  t254 0 1 2
  t255 3 3 0
  t256 0 3 3
  t257 1 0 2
  t258 1 1 2
  t259 3 0 3
  t260 0 2 3
  t261 2 1 0
  t262 0 2 0
  t263 2 3 3
  t264 1 0 0
  t265 1 2 0
  t266 1 1 3
  t267 0 1 0
  t268 1 2 2
  t269 1 0 2
  t270 0 0 3
  t271 0 1 1
  t272 0 0 0
  t273 3 3 1
  t274 3 2 3
  t275 0 2 0
  t276 0 0 2
  t277 0 3 2
  t278 2 1 2
  t279 1 1 0
  t280 1 2 2
  t281 2 1 1
  t282 0 2 0
  t283 3 3 0
  t284 3 0 1
  t285 2 3 2
  t286 1 1 0
  t287 1 3 3
  t288 2 3 3
  t289 0 2 0
  t290 1 1 3
  t291 2 1 3
  t292 1 3 1
  t293 0 1 3
  t294 2 0 1
  t295 0 0 3
  t296 3 3 3
  t297 2 1 2
  t298 0 1 3
  t299 3 0 3
  t300 1 1 0
  t301 3 3 2
  t302 1 2 1
  t303 0 2 1
  t304 1 2 0
  t305 3 1 1
  t306 2 0 1
  t307 3 2 3
  t308 0 1 3
  t309 1 2 2
  t310 1 1 2
  t311 3 0 2
  t312 1 3 1
  t313 2 1 2
  t314 1 3 0
  t315 2 1 0
  t316 2 1 2
  t317 2 0 1
  t318 2 0 0
  t319 3 3 3
  t320 3 3 1
  t321 0 2 2
  t322 0 1 1
  t323 0 3 3
  t324 3 0 2
  t325 3 2 2
  t326 0 3 0
  t327 3 2 3
  t328 0 1 0
  t329 2 3 2
  t330 3 2 2
  t331 0 3 2
  t332 0 0 2
  t333 1 0 3
  t334 1 2 3
  t335 1 3 1
  t336 1 3 3
  t337 2 0 3
  t338 2 3 3
  t339 1 0 0
  t340 2 2 3
  t341 3 1 3
  t342 3 3 1
  t343 2 0 2
  t344 3 1 2
  t345 2 0 3
  t346 3 2 1
  t347 3 0 1
  t348 1 3 2
  t349 2 3 0
  t350 3 3 3
  t351 2 1 0
  t352 3 1 1
  t353 1 3 0
  t354 1 0 2
  t355 2 3 3
  t356 3 3 0
  t357 2 2 0
  t358 2 2 2
  t359 1 1 3
  t360 0 2 3
  t361 0 1 1
  t362 2 2 1
  t363 3 2 1
  t364 1 1 3
  t365 2 2 0
  t366 0 1 0
  t367 2 0 1
  t368 3 3 2
  t369 3 1 0
  t370 2 1 1
  t371 1 3 3
  t372 3 0 1
  t373 2 1 0
  t374 2 1 3
  t375 2 0 2
  t376 2 1 3
  t377 1 0 1
  t378 0 1 2
  t379 2 0 0
  t380 0 3 3
  t381 2 1 0
  t382 0 2 1
  t383 0 0 3
  t384 1 1 3
  t385 0 3 3
  t386 0 0 3
  t387 0 2 3
  t388 3 0 0
  t389 2 0 0
  t390 1 2 2
  t391 2 0 3
  t392 3 3 0
  t393 1 3 3
  t394 1 3 0
  t395 3 3 0
  t396 2 1 0
  t397 3 3 0
  t398 3 1 3
  t399 2 0 1
  t400 3 0 3
  t401 0 3 0
  t402 0 3 0
  t403 2 1 2
  t404 1 2 3
  t405 0 1 2
  t406 2 0 3
  t407 0 1 0
  t408 3 2 3
  t409 0 3 1
  t410 0 3 3
  t411 1 0 2
  t412 3 1 3
  t413 3 1 2
  t414 1 1 2
  t415 1 2 2
  t416 3 2 0
  t417 0 1 0
  t418 1 2 0
  t419 0 3 1
  t420 1 2 3
  t421 2 0 2
  t422 3 2 1
  t423 3 0 1
  t424 3 3 2
  t425 2 2 1
  t426 2 0 2
  t427 2 2 1
  t428 0 1 3
  t429 1 2 2
  t430 3 0 2
  t431 1 2 0
  t432 2 2 3
  t433 2 2 0
  t434 0 1 3
  t435 3 1 3
  t436 0 0 2
  t437 1 3 3
  t438 2 3 0
  t439 0 2 0
  t440 0 3 3
  t441 1 1 3
  t442 1 2 1
  t443 0 3 0
  t444 2 3 1
  t445 1 2 0
  t446 0 3 0
  t447 2 1 3
  t448 1 0 0
  t449 3 2 2
  t450 2 3 0
  t451 1 2 1
  t452 3 2 3
  t453 1 0 1
  t454 2 0 0
  t455 3 1 2
  t456 3 2 1
  t457 1 0 2
  t458 1 1 1
  t459 1 1 2
  t460 3 0 2
  t461 1 2 3
  t462 0 0 2
  t463 1 3 0
  t464 3 3 2
  t465 0 1 1
  t466 2 1 1
  t467 0 3 0
  t468 3 1 0
  t469 1 1 0
  t470 0 2 3
  t471 0 0 3
  t472 3 1 1
  t473 2 2 0
  t474 3 0 1
  t475 3 0 3
  t476 0 0 3
  t477 0 3 0
  t478 1 3 0
  t479 2 1 2
  t480 3 1 0
  t481 0 0 1
  t482 2 1 2
  t483 3 2 2
  t484 3 3 2
  t485 3 2 2
  t486 0 3 0
  t487 3 0 3
  t488 1 3 0
  t489 2 0 3
  t490 2 0 3
  t491 1 2 0
  t492 1 1 2
  t493 1 2 2
  t494 1 0 0
  t495 2 2 1
  t496 0 1 0
  t497 2 0 2
  t498 2 3 3
  t499 3 0 0
  t500 3 1 3
;

#=========================
# Resource Demands / Capacity
#=========================
param d : r1 r2 :=
  t1 1 1
  t2 3 2
  t3 2 2
  t4 1 1
  t5 4 1
  t6 1 1
  t7 2 2
  t8 1 2
  t9 4 2
  t10 4 3
  t11 1 2
  t12 4 3
  t13 3 2
  t14 2 3
  t15 1 1
  t16 4 1
  t17 3 3
  t18 3 1
  t19 4 1
  t20 4 1
  t21 3 3
  t22 2 1
  t23 1 2
  t24 3 1
  t25 2 1
  t26 4 3
  t27 4 3
  t28 2 3
  t29 3 2
  t30 3 1
  t31 2 2
  t32 2 4
  t33 4 3
  t34 2 3
  t35 1 2
  t36 1 3
  t37 4 3
  t38 1 2
  t39 3 2
  t40 4 4
  t41 4 2
  t42 3 2
  t43 2 3
  t44 4 4
  t45 3 2
  t46 2 4
  t47 1 1
  t48 1 2
  t49 2 4
  t50 1 4
  t51 4 4
  t52 3 1
  t53 1 3
  t54 3 1
  t55 3 4
  t56 2 4
  t57 1 3
  t58 2 1
  t59 3 2
  t60 2 3
  t61 2 1
  t62 3 4
  t63 1 1
  t64 3 3
  t65 2 1
  t66 2 1
  t67 1 4
  t68 1 2
  t69 2 4
  t70 2 3
  t71 4 2
  t72 2 3
  t73 4 3
  t74 4 4
  t75 1 2
  t76 2 1
  t77 3 1
  t78 2 2
  t79 1 1
  t80 1 2
  t81 1 1
  t82 3 1
  t83 2 3
  t84 4 2
  t85 2 4
  t86 2 4
  t87 4 2
  t88 1 1
  t89 4 3
  t90 4 4
  t91 4 1
  t92 1 1
  t93 4 3
  t94 1 2
  t95 2 2
  t96 4 2
  t97 4 2
  t98 3 4
  t99 2 1
  t100 4 1
  t101 1 1
