

#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700 t701 t702 t703 t704 t705 t706 t707 t708 t709 t710 t711 t712 t713 t714 t715 t716 t717 t718 t719 t720 t721 t722 t723 t724 t725 t726 t727 t728 t729 t730 t731 t732 t733 t734 t735 t736 t737 t738 t739 t740 t741 t742 t743 t744 t745 t746 t747 t748 t749 t750 t751 t752 t753 t754 t755 t756 t757 t758 t759 t760 t761 t762 t763 t764 t765 t766 t767 t768 t769 t770 t771 t772 t773 t774 t775 t776 t777 t778 t779 t780 t781 t782 t783 t784 t785 t786 t787 t788 t789 t790 t791 t792 t793 t794 t795 t796 t797 t798 t799 t800;
set S := s1 s2 s3;
param N := 111;
  t239 4 1 2
  t240 3 6 2
  t241 7 5 1
  t242 7 3 2
  t243 9 7 7
  t244 10 1 5
  t245 10 1 6
  t246 8 6 6
  t247 5 2 3
  t248 6 7 4
  t249 7 9 1
  t250 5 3 3
  t251 1 1 1
  t252 5 8 2
  t253 6 10 3
  t254 9 6 5
  t255 1 1 10
  t256 4 5 9
  t257 8 3 4
  t258 5 7 6
  t259 4 5 10
  t260 9 9 5
  t261 2 5 5
  t262 4 9 1
  t263 3 8 5
  t264 7 10 6
  t265 8 9 3
  t266 2 3 9
  t267 2 6 5
  t268 6 10 8
  t269 1 8 9
  t270 9 7 3
  t271 6 10 3
  t272 2 6 6
  t273 8 4 10
  t274 2 10 7
  t275 8 1 9
  t276 1 9 1
  t277 4 5 2
  t278 10 3 1
  t279 8 7 6
  t280 4 7 4
  t281 4 10 2
  t282 7 9 10
  t283 1 2 8
  t284 9 8 4
  t285 7 9 10
  t286 2 5 2
  t287 10 5 6
  t288 3 9 4
  t289 4 1 2
  t290 2 2 4
  t291 5 1 3
  t292 6 7 2
  t293 3 6 8
  t294 6 3 7
  t295 5 8 3
  t296 1 2 10
  t297 8 10 6
  t298 8 2 8
  t299 5 1 6
  t300 4 6 3
  t301 3 8 2
  t302 4 5 9
  t303 7 4 8
  t304 8 8 6
  t305 1 7 1
  t306 10 9 8
  t307 1 8 9
  t308 8 2 1
  t309 5 2 3
  t310 7 5 4
  t311 4 4 2
  t312 10 8 10
  t313 1 9 10
  t314 3 3 7
  t315 7 10 5
  t316 5 3 7
  t317 6 4 10
  t318 3 9 2
  t319 8 9 7
  t320 2 7 1
  t321 5 5 3
  t322 4 6 2
  t323 7 9 1
  t324 7 9 1
  t325 10 4 10
  t326 5 3 3
  t327 2 1 5
  t328 3 1 8
  t329 3 10 10
  t330 10 2 9
  t331 9 9 7
  t332 6 4 6
  t333 4 9 2
  t334 4 1 7
  t335 5 1 9
  t336 1 4 9
  t337 3 2 4
  t338 4 2 1
  t339 1 2 3
  t340 2 5 7
  t341 7 1 2
  t342 2 2 9
  t343 5 5 7
  t344 8 9 3
  t345 5 5 1
  t346 1 10 9
  t347 4 4 9
  t348 3 10 4
  t349 10 9 9
  t350 2 2 10
  t351 6 4 5
  t352 6 8 10
  t353 3 6 3
  t354 4 7 6
  t355 8 8 5
  t356 2 10 5
  t357 4 2 1
  t358 10 10 1
  t359 9 3 7
  t360 5 8 7
  t361 1 10 9
  t362 3 10 8
  t363 4 4 5
  t364 1 9 7
  t365 1 6 9
  t366 10 7 6
  t367 5 4 6
  t368 8 9 8
  t369 2 4 3
  t370 10 4 6
  t371 8 4 7
  t372 1 10 3
  t373 3 3 3
  t374 10 5 4
  t375 8 3 7
  t376 3 3 8
  t377 7 3 1
  t378 9 3 3
  t379 10 9 2
  t380 10 7 6
  t381 7 8 6
  t382 3 8 2
  t383 9 5 1
  t384 9 9 7
  t385 7 2 7
  t386 9 10 10
  t387 4 9 3
  t388 9 5 10
  t389 3 4 3
  t390 9 6 3
  t391 2 8 2
  t392 4 2 7
  t393 9 10 3
  t394 1 9 4
  t395 9 10 1
  t396 1 2 7
  t397 7 9 2
  t398 5 6 4
  t399 7 5 7
  t400 2 6 9
  t401 10 8 10
  t402 6 8 8
  t403 2 4 6
  t404 9 5 5
  t405 6 9 8
  t406 4 3 8
  t407 4 4 4
  t408 6 2 2
  t409 1 8 10
  t410 10 8 9
  t411 4 1 8
  t412 6 3 2
  t413 1 4 10
  t414 6 3 4
  t415 10 6 8
  t416 7 6 5
  t417 10 10 2
  t418 9 7 3
  t419 1 7 3
  t420 5 9 7
  t421 1 5 2
  t422 5 6 6
  t423 2 10 10
  t424 6 9 8
  t425 10 8 3
  t426 10 2 3
  t427 6 5 10
  t428 8 10 7
  t429 1 4 2
  t430 7 2 8
  t431 7 2 10
  t432 7 4 5
  t433 3 1 6
  t434 8 9 3
  t435 10 10 9
  t436 8 2 5
  t437 5 5 1
  t438 5 9 8
  t439 1 5 1
  t440 7 7 3
  t441 4 2 4
  t442 9 7 2
  t443 5 8 5
  t444 6 3 9
  t445 2 5 8
  t446 2 1 4
  t447 5 6 1
  t448 3 5 2
  t449 4 7 2
  t450 8 1 8
  t451 4 7 6
  t452 9 5 5
  t453 1 2 7
  t454 3 10 7
  t455 1 10 6
  t456 3 2 1
  t457 3 3 4
  t458 6 4 7
  t459 5 8 9
  t460 8 10 9
  t461 8 10 2
  t462 5 9 8
  t463 7 1 10
  t464 2 4 9
  t465 5 7 2
  t466 2 3 1
  t467 8 2 10
  t468 9 1 4
  t469 4 2 1
  t470 7 1 9
  t471 5 4 2
  t472 7 4 10
  t473 9 2 8
  t474 3 9 9
  t475 9 6 9
  t476 7 6 10
  t477 9 6 8
  t478 1 10 9
  t479 1 4 6
  t480 9 2 8
  t481 3 6 4
  t482 2 10 2
  t483 3 10 10
  t484 10 2 6
  t485 7 4 7
  t486 9 6 6
  t487 1 8 4
  t488 7 3 2
  t489 1 5 7
  t490 3 9 8
  t491 4 4 5
  t492 10 2 7
  t493 4 6 5
  t494 10 10 8
  t495 4 3 2
  t496 10 5 6
  t497 8 1 4
  t498 9 9 10
  t499 7 5 1
  t500 10 1 1
  t501 5 2 5
  t502 7 6 10
  t503 4 9 1
  t504 5 8 3
  t505 6 5 9
  t506 5 1 4
  t507 7 2 9
  t508 4 7 10
  t509 9 4 10
  t510 5 7 10
  t511 2 3 3
  t512 7 5 5
  t513 2 3 10
  t514 10 10 4
  t515 2 3 6
  t516 8 3 4
  t517 7 5 4
  t518 2 8 6
  t519 7 1 6
  t520 10 9 8
  t521 4 1 9
  t522 5 7 5
  t523 7 10 9
  t524 8 9 3
  t525 7 8 3
  t526 4 2 6
  t527 2 8 2
  t528 10 7 1
  t529 10 3 3
  t530 5 8 3
  t531 4 10 1
  t532 8 10 4
  t533 8 7 2
  t534 9 10 1
  t535 1 1 1
  t536 2 2 3
  t537 10 8 1
  t538 6 7 7
  t539 8 2 6
  t540 4 10 2
  t541 10 7 5
  t542 10 9 8
  t543 4 4 2
  t544 2 10 7
  t545 6 1 5
  t546 5 9 1
  t547 6 10 3
  t548 6 8 3
  t549 8 8 1
  t550 6 4 6
  t551 5 6 9
  t552 10 3 5
  t553 5 2 4
  t554 5 9 3
  t555 1 2 9
  t556 9 4 8
  t557 3 9 4
  t558 7 1 1
  t559 8 2 1
  t560 6 4 5
  t561 2 3 5
  t562 10 4 9
  t563 3 10 3
  t564 10 9 1
  t565 8 2 1
  t566 7 10 10
  t567 6 9 8
  t568 8 8 8
  t569 4 10 6
  t570 6 8 1
  t571 2 8 3
  t572 10 9 7
  t573 9 5 7
  t574 10 9 8
  t575 6 10 7
  t576 4 2 2
  t577 9 8 5
  t578 10 10 6
  t579 2 3 3
  t580 9 7 4
  t581 5 7 2
  t582 9 3 1
  t583 1 9 2
  t584 4 10 6
  t585 7 9 3
  t586 4 6 3
  t587 3 2 3
  t588 3 3 8
  t589 3 9 9
  t590 6 3 10
  t591 8 9 7
  t592 1 6 10
  t593 3 8 9
  t594 8 9 10
  t595 9 8 9
  t596 6 6 5
  t597 10 10 1
  t598 3 5 5
  t599 3 5 3
  t600 5 2 10
  t601 6 5 8
  t602 1 2 10
  t603 7 4 3
  t604 6 5 1
  t605 7 5 9
  t606 7 5 9
  t607 5 7 9
  t608 9 7 6
  t609 2 10 8
  t610 4 3 9
  t611 2 7 9
  t612 6 5 4
  t613 10 1 10
  t614 2 7 2
  t615 5 2 5
  t616 5 2 1
  t617 6 5 3
  t618 8 10 3
  t619 3 4 8
  t620 1 2 8
  t621 3 1 5
  t622 7 9 8
  t623 2 1 8
  t624 9 6 7
  t625 6 2 5
  t626 9 7 5
  t627 6 2 4
  t628 4 10 8
  t629 9 8 1
  t630 1 1 2
  t631 8 10 2
  t632 8 8 4
  t633 3 5 8
  t634 2 2 10
  t635 4 6 6
  t636 9 6 1
  t637 2 5 7
  t638 9 8 10
  t639 2 3 8
  t640 1 2 7
  t641 4 5 7
  t642 10 10 8
  t643 6 1 4
  t644 2 9 8
  t645 1 2 8
  t646 3 1 5
  t647 5 10 1
  t648 9 3 8
  t649 4 10 7
  t650 4 6 2
  t651 4 4 8
  t652 7 4 3
  t653 3 4 5
  t654 3 10 5
  t655 8 7 6
  t656 10 10 10
  t657 7 4 8
  t658 7 4 7
  t659 3 7 1
  t660 1 9 8
  t661 8 2 7
  t662 6 4 1
  t663 3 10 8
  t664 7 6 1
  t665 6 5 5
  t666 10 1 1
  t667 6 10 6
  t668 9 9 3
  t669 9 8 4
  t670 5 5 2
  t671 8 9 8
  t672 10 2 8
  t673 7 5 2
  t674 2 8 4
  t675 7 8 7
  t676 5 2 4
  t677 10 6 10
  t678 5 5 5
  t679 6 1 6
  t680 3 9 3
  t681 3 2 6
  t682 5 3 9
  t683 6 6 9
  t684 5 1 8
  t685 6 1 5
  t686 10 10 6
  t687 1 9 5
  t688 10 8 2
  t689 10 10 5
  t690 2 2 4
  t691 10 6 3
  t692 7 1 6
  t693 8 4 7
  t694 3 7 10
  t695 4 8 2
  t696 1 5 3
  t697 3 3 5
  t698 5 8 4
  t699 3 5 2
  t700 3 4 2
  t701 2 10 10
  t702 8 6 5
  t703 1 6 3
  t704 1 6 6
  t705 5 9 3
  t706 3 6 5
  t707 9 3 3
  t708 8 6 2
  t709 9 4 7
  t710 2 1 6
  t711 3 10 3
  t712 2 3 4
  t713 4 2 2
  t714 8 1 2
  t715 10 8 5
  t716 5 2 10
  t717 4 6 2
  t718 10 6 9
  t719 10 2 9
  t720 5 9 2
  t721 8 10 8
  t722 6 7 9
  t723 2 2 2
  t724 6 9 2
  t725 2 5 10
  t726 4 5 4
  t727 6 1 2
  t728 9 2 7
  t729 2 2 4
  t730 10 2 7
  t731 10 7 8
  t732 9 3 2
  t733 8 4 1
  t734 2 1 7
  t735 5 2 8
  t736 8 9 9
  t737 9 1 2
  t738 6 8 1
  t739 9 3 7
  t740 7 2 9
  t741 9 9 7
  t742 10 10 5
  t743 1 3 6
  t744 7 7 6
  t745 1 4 5
  t746 5 6 1
  t747 8 10 5
  t748 10 6 10
  t749 10 8 4
  t750 9 3 6
  t751 8 9 5
  t752 5 4 10
  t753 6 2 7
  t754 2 9 7
  t755 7 5 9
  t756 9 10 4
  t757 9 10 9
  t758 8 4 5
  t759 6 4 5
  t760 5 7 2
  t761 1 5 8
  t762 1 3 3
  t763 5 1 1
  t764 6 2 6
  t765 3 2 9
  t766 2 10 6
  t767 7 7 3
  t768 4 8 5
  t769 9 2 9
  t770 4 3 8
  t771 1 1 5
  t772 6 9 8
  t773 7 5 4
  t774 3 6 1
  t775 8 7 7
  t776 5 6 10
  t777 1 3 3
  t778 4 6 2
  t779 9 10 6
  t780 3 3 5
  t781 7 3 7
  t782 1 2 4
  t783 1 10 10
  t784 2 3 1
  t785 8 4 4
  t786 8 3 4
  t787 4 3 3
  t788 5 10 4
  t789 8 1 3
  t790 4 7 2
  t791 1 6 8
  t792 10 1 9
  t793 7 3 10
  t794 3 6 3
  t795 9 3 2
  t796 3 5 7
  t797 10 9 7
  t798 8 9 1
  t799 1 3 8
  t800 8 2 1
;

param S_time : s1 s2 s3 :=
  t1 3 0 2
  t2 1 2 0
  t3 3 3 1
  t4 1 2 3
  t5 0 1 0
  t6 1 0 2
  t7 3 1 2
  t8 3 3 2
  t9 0 3 1
  t10 0 2 3
  t11 0 3 2
  t12 2 3 1
  t13 2 3 3
  t14 0 0 2
  t15 2 1 3
  t16 0 1 3
  t17 1 1 2
  t18 2 2 3
  t19 3 2 0
  t20 2 3 1
  t21 3 3 1
  t22 0 0 2
  t23 3 3 3
  t24 1 2 3
  t25 3 2 2
  t26 3 1 2
  t27 2 3 3
  t28 2 0 3
  t29 1 0 0
  t30 2 1 2
  t31 1 1 0
  t32 1 0 2
  t33 1 1 3
  t34 2 2 0
  t35 0 3 0
  t36 1 0 2
  t37 0 2 3
  t38 3 1 2
  t39 2 0 2
  t40 1 3 2
  t41 0 1 2
  t42 2 1 2
  t43 0 2 0
  t44 2 3 2
  t45 2 1 1
  t46 3 2 3
  t47 1 0 3
  t48 0 0 1
  t49 1 2 3
  t50 3 3 3
  t51 3 0 3
  t52 3 0 0
  t53 2 0 3
  t54 3 1 2
  t55 3 0 1
  t56 1 3 1
  t57 0 3 3
  t58 1 3 1
  t59 0 3 0
  t60 0 0 0
  t61 3 1 1
  t62 2 2 2
  t63 1 1 2
  t64 1 3 2
  t65 2 3 2
  t66 3 1 1
  t67 3 1 1
  t68 2 3 0
  t69 0 3 0
  t70 1 1 2
  t71 1 3 1
  t72 2 3 2
  t73 2 3 0
  t74 1 2 0
  t75 1 2 3
  t76 1 1 1
  t77 2 3 3
  t78 1 3 0
  t79 0 0 1
  t80 1 1 3
  t81 3 0 3
  t82 2 2 3
  t83 0 1 1
  t84 2 2 0
  t85 3 1 2
  t86 0 3 3
  t87 1 3 2
  t88 0 1 3
  t89 0 0 2
  t90 1 0 1
  t91 3 2 1
  t92 2 0 1
  t93 3 0 3
  t94 2 3 1
  t95 0 2 0
  t96 1 1 2
  t97 0 2 2
  t98 1 1 3
  t99 3 0 2
  t100 2 0 3
  t101 1 1 1
  t102 2 3 0
  t103 2 2 0
  t104 1 1 0
