#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700;
set S := s1 s2 s3;
#param N := 94;
param N := 104;
  t211 4 7 8
  t212 6 9 1
  t213 5 10 8
  t214 8 9 3
  t215 1 9 1
  t216 7 2 9
  t217 8 3 2
  t218 9 6 2
  t219 3 2 7
  t220 5 6 6
  t221 5 2 3
  t222 2 8 6
  t223 9 4 5
  t224 2 3 10
  t225 6 2 6
  t226 1 5 1
  t227 9 2 2
  t228 1 4 4
  t229 2 2 2
  t230 3 6 1
  t231 3 7 1
  t232 3 4 5
  t233 3 10 5
  t234 9 1 5
  t235 7 9 9
  t236 6 9 6
  t237 5 1 10
  t238 5 8 10
  t239 2 4 9
  t240 10 6 3
  t241 6 10 6
  t242 4 9 3
  t243 2 4 1
  t244 6 3 3
  t245 1 10 2
  t246 6 10 6
  t247 3 7 6
  t248 10 4 7
  t249 3 1 10
  t250 10 10 10
  t251 3 2 6
  t252 2 8 5
  t253 2 5 1
  t254 8 3 8
  t255 9 2 10
  t256 8 1 1
  t257 2 6 7
  t258 9 6 1
  t259 10 3 2
  t260 4 9 5
  t261 2 7 3
  t262 1 2 10
  t263 2 4 5
  t264 2 7 8
  t265 9 3 7
  t266 8 5 8
  t267 5 3 2
  t268 7 9 7
  t269 8 8 2
  t270 9 2 3
  t271 4 1 2
  t272 3 6 2
  t273 7 5 1
  t274 7 3 2
  t275 9 7 7
  t276 10 1 5
  t277 10 1 6
  t278 8 6 6
  t279 5 2 3
  t280 6 7 4
  t281 7 9 1
  t282 5 3 3
  t283 1 1 1
  t284 5 8 2
  t285 6 10 3
  t286 9 6 5
  t287 1 1 10
  t288 4 5 9
  t289 8 3 4
  t290 5 7 6
  t291 4 5 10
  t292 9 9 5
  t293 2 5 5
  t294 4 9 1
  t295 3 8 5
  t296 7 10 6
  t297 8 9 3
  t298 2 3 9
  t299 2 6 5
  t300 6 10 8
  t301 1 8 9
  t302 9 7 3
  t303 6 10 3
  t304 2 6 6
  t305 8 4 10
  t306 2 10 7
  t307 8 1 9
  t308 1 9 1
  t309 4 5 2
  t310 10 3 1
  t311 8 7 6
  t312 4 7 4
  t313 4 10 2
  t314 7 9 10
  t315 1 2 8
  t316 9 8 4
  t317 7 9 10
  t318 2 5 2
  t319 10 5 6
  t320 3 9 4
  t321 4 1 2
  t322 2 2 4
  t323 5 1 3
  t324 6 7 2
  t325 3 6 8
  t326 6 3 7
  t327 5 8 3
  t328 1 2 10
  t329 8 10 6
  t330 8 2 8
  t331 5 1 6
  t332 4 6 3
  t333 3 8 2
  t334 4 5 9
  t335 7 4 8
  t336 8 8 6
  t337 1 7 1
  t338 10 9 8
  t339 1 8 9
  t340 8 2 1
  t341 5 2 3
  t342 7 5 4
  t343 4 4 2
  t344 10 8 10
  t345 1 9 10
  t346 3 3 7
  t347 7 10 5
  t348 5 3 7
  t349 6 4 10
  t350 3 9 2
  t351 8 9 7
  t352 2 7 1
  t353 5 5 3
  t354 4 6 2
  t355 7 9 1
  t356 7 9 1
  t357 10 4 10
  t358 5 3 3
  t359 2 1 5
  t360 3 1 8
  t361 3 10 10
  t362 10 2 9
  t363 9 9 7
  t364 6 4 6
  t365 4 9 2
  t366 4 1 7
  t367 5 1 9
  t368 1 4 9
  t369 3 2 4
  t370 4 2 1
  t371 1 2 3
  t372 2 5 7
  t373 7 1 2
  t374 2 2 9
  t375 5 5 7
  t376 8 9 3
  t377 5 5 1
  t378 1 10 9
  t379 4 4 9
  t380 3 10 4
  t381 10 9 9
  t382 2 2 10
  t383 6 4 5
  t384 6 8 10
  t385 3 6 3
  t386 4 7 6
  t387 8 8 5
  t388 2 10 5
  t389 4 2 1
  t390 10 10 1
  t391 9 3 7
  t392 5 8 7
  t393 1 10 9
  t394 3 10 8
  t395 4 4 5
  t396 1 9 7
  t397 1 6 9
  t398 10 7 6
  t399 5 4 6
  t400 8 9 8
  t401 2 4 3
  t402 10 4 6
  t403 8 4 7
  t404 1 10 3
  t405 3 3 3
  t406 10 5 4
  t407 8 3 7
  t408 3 3 8
  t409 7 3 1
  t410 9 3 3
  t411 10 9 2
  t412 10 7 6
  t413 7 8 6
  t414 3 8 2
  t415 9 5 1
  t416 9 9 7
  t417 7 2 7
  t418 9 10 10
  t419 4 9 3
  t420 9 5 10
  t421 3 4 3
  t422 9 6 3
  t423 2 8 2
  t424 4 2 7
  t425 9 10 3
  t426 1 9 4
  t427 9 10 1
  t428 1 2 7
  t429 7 9 2
  t430 5 6 4
  t431 7 5 7
  t432 2 6 9
  t433 10 8 10
  t434 6 8 8
  t435 2 4 6
  t436 9 5 5
  t437 6 9 8
  t438 4 3 8
  t439 4 4 4
  t440 6 2 2
  t441 1 8 10
  t442 10 8 9
  t443 4 1 8
  t444 6 3 2
  t445 1 4 10
  t446 6 3 4
  t447 10 6 8
  t448 7 6 5
  t449 10 10 2
  t450 9 7 3
  t451 1 7 3
  t452 5 9 7
  t453 1 5 2
  t454 5 6 6
  t455 2 10 10
  t456 6 9 8
  t457 10 8 3
  t458 10 2 3
  t459 6 5 10
  t460 8 10 7
  t461 1 4 2
  t462 7 2 8
  t463 7 2 10
  t464 7 4 5
  t465 3 1 6
  t466 8 9 3
  t467 10 10 9
  t468 8 2 5
  t469 5 5 1
  t470 5 9 8
  t471 1 5 1
  t472 7 7 3
  t473 4 2 4
  t474 9 7 2
  t475 5 8 5
  t476 6 3 9
  t477 2 5 8
  t478 2 1 4
  t479 5 6 1
  t480 3 5 2
  t481 4 7 2
  t482 8 1 8
  t483 4 7 6
  t484 9 5 5
  t485 1 2 7
  t486 3 10 7
  t487 1 10 6
  t488 3 2 1
  t489 3 3 4
  t490 6 4 7
  t491 5 8 9
  t492 8 10 9
  t493 8 10 2
  t494 5 9 8
  t495 7 1 10
  t496 2 4 9
  t497 5 7 2
  t498 2 3 1
  t499 8 2 10
  t500 9 1 4
  t501 4 2 1
  t502 7 1 9
  t503 5 4 2
  t504 7 4 10
  t505 9 2 8
  t506 3 9 9
  t507 9 6 9
  t508 7 6 10
  t509 9 6 8
  t510 1 10 9
  t511 1 4 6
  t512 9 2 8
  t513 3 6 4
  t514 2 10 2
  t515 3 10 10
  t516 10 2 6
  t517 7 4 7
  t518 9 6 6
  t519 1 8 4
  t520 7 3 2
  t521 1 5 7
  t522 3 9 8
  t523 4 4 5
  t524 10 2 7
  t525 4 6 5
  t526 10 10 8
  t527 4 3 2
  t528 10 5 6
  t529 8 1 4
  t530 9 9 10
  t531 7 5 1
  t532 10 1 1
  t533 5 2 5
  t534 7 6 10
  t535 4 9 1
  t536 5 8 3
  t537 6 5 9
  t538 5 1 4
  t539 7 2 9
  t540 4 7 10
  t541 9 4 10
  t542 5 7 10
  t543 2 3 3
  t544 7 5 5
  t545 2 3 10
  t546 10 10 4
  t547 2 3 6
  t548 8 3 4
  t549 7 5 4
  t550 2 8 6
  t551 7 1 6
  t552 10 9 8
  t553 4 1 9
  t554 5 7 5
  t555 7 10 9
  t556 8 9 3
  t557 7 8 3
  t558 4 2 6
  t559 2 8 2
  t560 10 7 1
  t561 10 3 3
  t562 5 8 3
  t563 4 10 1
  t564 8 10 4
  t565 8 7 2
  t566 9 10 1
  t567 1 1 1
  t568 2 2 3
  t569 10 8 1
  t570 6 7 7
  t571 8 2 6
  t572 4 10 2
  t573 10 7 5
  t574 10 9 8
  t575 4 4 2
  t576 2 10 7
  t577 6 1 5
  t578 5 9 1
  t579 6 10 3
  t580 6 8 3
  t581 8 8 1
  t582 6 4 6
  t583 5 6 9
  t584 10 3 5
  t585 5 2 4
  t586 5 9 3
  t587 1 2 9
  t588 9 4 8
  t589 3 9 4
  t590 7 1 1
  t591 8 2 1
  t592 6 4 5
  t593 2 3 5
  t594 10 4 9
  t595 3 10 3
  t596 10 9 1
  t597 8 2 1
  t598 7 10 10
  t599 6 9 8
  t600 8 8 8
  t601 4 10 6
  t602 6 8 1
  t603 2 8 3
  t604 10 9 7
  t605 9 5 7
  t606 10 9 8
  t607 6 10 7
  t608 4 2 2
  t609 9 8 5
  t610 10 10 6
  t611 2 3 3
  t612 9 7 4
  t613 5 7 2
  t614 9 3 1
  t615 1 9 2
  t616 4 10 6
  t617 7 9 3
  t618 4 6 3
  t619 3 2 3
  t620 3 3 8
  t621 3 9 9
  t622 6 3 10
  t623 8 9 7
  t624 1 6 10
  t625 3 8 9
  t626 8 9 10
  t627 9 8 9
  t628 6 6 5
  t629 10 10 1
  t630 3 5 5
  t631 3 5 3
  t632 5 2 10
  t633 6 5 8
  t634 1 2 10
  t635 7 4 3
  t636 6 5 1
  t637 7 5 9
  t638 7 5 9
  t639 5 7 9
  t640 9 7 6
  t641 2 10 8
  t642 4 3 9
  t643 2 7 9
  t644 6 5 4
  t645 10 1 10
  t646 2 7 2
  t647 5 2 5
  t648 5 2 1
  t649 6 5 3
  t650 8 10 3
  t651 3 4 8
  t652 1 2 8
  t653 3 1 5
  t654 7 9 8
  t655 2 1 8
  t656 9 6 7
  t657 6 2 5
  t658 9 7 5
  t659 6 2 4
  t660 4 10 8
  t661 9 8 1
  t662 1 1 2
  t663 8 10 2
  t664 8 8 4
  t665 3 5 8
  t666 2 2 10
  t667 4 6 6
  t668 9 6 1
  t669 2 5 7
  t670 9 8 10
  t671 2 3 8
  t672 1 2 7
  t673 4 5 7
  t674 10 10 8
  t675 6 1 4
  t676 2 9 8
  t677 1 2 8
  t678 3 1 5
  t679 5 10 1
  t680 9 3 8
  t681 4 10 7
  t682 4 6 2
  t683 4 4 8
  t684 7 4 3
  t685 3 4 5
  t686 3 10 5
  t687 8 7 6
  t688 10 10 10
  t689 7 4 8
  t690 7 4 7
  t691 3 7 1
  t692 1 9 8
  t693 8 2 7
  t694 6 4 1
  t695 3 10 8
  t696 7 6 1
  t697 6 5 5
  t698 10 1 1
  t699 6 10 6
  t700 9 9 3
;

param S_time : s1 s2 s3 :=
  t1 1 2 0
  t2 1 3 0
  t3 0 0 3
  t4 2 0 0
  t5 0 2 0
  t6 2 3 1
  t7 3 2 0
  t8 2 3 3
  t9 1 2 2
  t10 2 3 3
  t11 3 2 2
  t12 0 1 2
  t13 0 2 3
  t14 1 2 0
  t15 3 0 3
  t16 1 1 3
  t17 0 2 3
  t18 1 2 3
  t19 1 2 2
  t20 0 1 3
  t21 2 3 2
  t22 0 0 1
  t23 2 0 2
  t24 1 1 1
  t25 3 2 2
  t26 1 0 2
  t27 3 0 2
  t28 3 2 1
  t29 0 1 1
  t30 1 2 2
  t31 2 2 0
  t32 1 2 0
  t33 0 2 3
  t34 3 2 3
  t35 2 0 1
  t36 3 1 1
  t37 2 1 0
  t38 3 2 1
  t39 0 3 3
  t40 2 2 1
  t41 3 2 0
  t42 3 1 2
  t43 2 3 0
  t44 1 2 2
  t45 0 1 2
  t46 3 2 0
  t47 3 2 2
  t48 3 0 0
  t49 3 3 1
  t50 2 3 2
  t51 3 2 0
  t52 0 2 3
  t53 1 3 3
  t54 0 0 0
  t55 3 3 3
  t56 3 1 1
  t57 3 3 1
  t58 2 2 3
  t59 2 2 2
  t60 3 3 2
  t61 3 2 2
  t62 0 3 3
  t63 2 2 0
  t64 1 0 1
  t65 0 2 0
  t66 1 3 1
  t67 2 0 1
  t68 1 1 3
  t69 2 0 0
  t70 3 3 3
  t71 0 1 2
  t72 2 1 3
  t73 2 3 1
  t74 2 0 3
  t75 2 2 0
  t76 1 0 2
  t77 2 2 1
  t78 3 3 2
  t79 3 1 0
  t80 2 0 1
  t81 1 2 3
  t82 3 3 3
  t83 3 0 3
  t84 3 0 0
  t85 2 0 3
  t86 3 1 2
  t87 3 0 1
  t88 1 3 1
  t89 0 3 3
  t90 1 3 1
  t91 0 3 0
  t92 0 0 0
  t93 3 1 1
  t94 2 2 2
  t95 1 1 2
  t96 1 3 2
  t97 2 3 2
  t98 3 1 1
  t99 3 1 1
  t100 2 3 0
  t101 0 3 0
  t102 1 1 2
  t103 1 3 1
  t104 2 3 2
  t105 2 3 0
  t106 1 2 0
  t107 1 2 3
  t108 1 1 1
  t109 2 3 3
  t110 1 3 0
  t111 0 0 1
  t112 1 1 3
  t113 3 0 3
  t114 2 2 3
  t115 0 1 1
  t116 2 2 0
  t117 3 1 2
  t118 0 3 3
  t119 1 3 2
  t120 0 1 3
  t121 0 0 2
  t122 1 0 1
  t123 3 2 1
  t124 2 0 1
  t125 3 0 3
  t126 2 3 1
  t127 0 2 0
  t128 1 1 2
  t129 0 2 2
  t130 1 1 3
  t131 3 0 2
  t132 2 0 3
  t133 1 1 1
  t134 2 3 0
  t135 2 2 0
  t136 1 1 0
  t137 0 2 3
  t138 2 1 2
  t139 3 1 2
  t140 1 3 3
  t141 1 1 0
  t142 3 0 3
  t143 1 1 3
  t144 3 3 3
  t145 2 0 1
  t146 0 3 3
  t147 0 1 1
  t148 3 1 0
  t149 2 0 1
  t150 2 1 3
  t151 0 3 0
  t152 0 2 1
  t153 1 1 3
  t154 3 1 3
  t155 1 3 0
  t156 2 0 1
  t157 1 0 3
  t158 3 3 0
  t159 3 1 0
  t160 0 2 1
  t161 3 1 3
  t162 3 1 1
  t163 1 2 0
  t164 3 1 3
  t165 3 3 0
  t166 1 0 1
  t167 1 3 0
  t168 2 2 0
  t169 1 0 2
  t170 2 0 0
  t171 2 3 1
  t172 0 2 2
  t173 1 2 2
  t174 1 0 1
  t175 1 1 3
  t176 2 3 0
  t177 2 3 2
  t178 0 2 3
  t179 1 2 2
  t180 1 3 0
  t181 3 0 3
  t182 3 1 1
  t183 2 0 1
  t184 2 3 0
  t185 3 1 1
  t186 0 2 3
  t187 0 3 0
  t188 2 1 1
  t189 0 1 2
  t190 3 3 0
  t191 0 3 3
  t192 1 0 2
  t193 1 1 2
  t194 3 0 3
  t195 0 2 3
  t196 2 1 0
  t197 0 2 0
  t198 2 3 3
  t199 1 0 0
  t200 1 2 0
  t201 1 1 3
  t202 0 1 0
  t203 1 2 2
  t204 1 0 2
  t205 0 0 3
  t206 0 1 1
  t207 0 0 0
  t208 3 3 1
  t209 3 2 3
  t210 0 2 0
  t211 0 0 2
  t212 0 3 2
  t213 2 1 2
  t214 1 1 0
  t215 1 2 2
  t216 2 1 1
  t217 0 2 0
  t218 3 3 0
  t219 3 0 1
  t220 2 3 2
  t221 1 1 0
  t222 1 3 3
  t223 2 3 3
  t224 0 2 0
  t225 1 1 3
  t226 2 1 3
  t227 1 3 1
  t228 0 1 3
  t229 2 0 1
  t230 0 0 3
  t231 3 3 3
  t232 2 1 2
  t233 0 1 3
  t234 3 0 3
  t235 1 1 0
  t236 3 3 2
  t237 1 2 1
  t238 0 2 1
  t239 1 2 0
  t240 3 1 1
  t241 2 0 1
  t242 3 2 3
  t243 0 1 3
  t244 1 2 2
  t245 1 1 2
  t246 3 0 2
  t247 1 3 1
  t248 2 1 2
  t249 1 3 0
  t250 2 1 0
  t251 2 1 2
  t252 2 0 1
  t253 2 0 0
  t254 3 3 3
  t255 3 3 1
  t256 0 2 2
  t257 0 1 1
  t258 0 3 3
  t259 3 0 2
  t260 3 2 2
  t261 0 3 0
  t262 3 2 3
  t263 0 1 0
