#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300;
set S := s1 s2 s3;
#param N := 43;
param N := 45;
  t160 3 3 10
  t161 2 10 4
  t162 1 9 5
  t163 7 8 1
  t164 7 8 6
  t165 6 7 6
  t166 4 2 8
  t167 2 5 10
  t168 3 10 4
  t169 9 8 8
  t170 7 4 10
  t171 1 8 5
  t172 7 5 7
  t173 7 10 6
  t174 7 9 10
  t175 2 6 9
  t176 4 9 1
  t177 6 9 3
  t178 10 3 10
  t179 6 10 8
  t180 6 7 1
  t181 10 1 3
  t182 4 10 4
  t183 6 3 4
  t184 10 1 9
  t185 6 9 6
  t186 9 9 5
  t187 4 9 4
  t188 4 6 6
  t189 2 7 3
  t190 5 6 5
  t191 4 9 3
  t192 10 4 9
  t193 1 7 8
  t194 1 7 8
  t195 6 1 10
  t196 1 7 1
  t197 3 1 5
  t198 5 9 3
  t199 4 6 8
  t200 1 5 3
  t201 9 2 2
  t202 8 4 5
  t203 8 6 10
  t204 6 1 8
  t205 7 2 6
  t206 3 3 10
  t207 9 9 4
  t208 8 2 1
  t209 9 3 9
  t210 4 2 1
  t211 9 8 9
  t212 1 5 4
  t213 7 2 2
  t214 5 3 7
  t215 8 7 9
  t216 2 9 9
  t217 1 5 9
  t218 7 4 6
  t219 4 1 10
  t220 4 2 8
  t221 1 8 9
  t222 3 4 10
  t223 5 9 7
  t224 1 7 1
  t225 9 7 3
  t226 3 4 5
  t227 1 7 7
  t228 4 2 6
  t229 4 5 10
  t230 4 8 6
  t231 4 2 4
  t232 4 5 8
  t233 5 9 8
  t234 6 6 7
  t235 4 1 9
  t236 3 6 7
  t237 9 5 8
  t238 6 3 3
  t239 1 1 7
  t240 2 1 9
  t241 1 8 1
  t242 1 9 1
  t243 2 9 4
  t244 9 6 7
  t245 7 10 4
  t246 1 7 7
  t247 1 2 7
  t248 2 4 10
  t249 1 5 3
  t250 4 7 5
  t251 4 9 7
  t252 9 1 7
  t253 6 6 5
  t254 4 9 7
  t255 7 10 4
  t256 5 7 7
  t257 2 1 8
  t258 2 2 7
  t259 9 2 2
  t260 2 7 5
  t261 2 10 7
  t262 5 5 3
  t263 7 7 8
  t264 5 8 8
  t265 5 7 10
  t266 8 7 5
  t267 4 6 7
  t268 8 6 5
  t269 2 10 9
  t270 4 5 7
  t271 5 5 7
  t272 8 10 9
  t273 1 9 2
  t274 3 10 6
  t275 1 5 9
  t276 6 8 6
  t277 2 7 2
  t278 5 8 9
  t279 8 8 6
  t280 1 1 2
  t281 9 9 6
  t282 4 3 7
  t283 10 8 7
  t284 4 2 9
  t285 6 8 5
  t286 6 10 10
  t287 6 10 5
  t288 6 4 2
  t289 3 7 10
  t290 3 9 9
  t291 5 3 8
  t292 1 3 7
  t293 8 8 3
  t294 1 5 5
  t295 5 8 9
  t296 2 9 9
  t297 9 7 4
  t298 8 6 8
  t299 4 10 3
  t300 4 10 9
;

param S_time : s1 s2 s3 :=
  t1 2 2 2
  t2 2 2 0
  t3 0 1 1
  t4 2 1 1
  t5 2 1 0
  t6 2 3 0
  t7 3 3 1
  t8 3 0 3
  t9 0 1 2
  t10 0 3 1
  t11 3 2 3
  t12 0 0 1
  t13 1 1 0
  t14 3 3 0
  t15 2 0 2
  t16 3 1 2
  t17 0 2 2
  t18 3 3 3
  t19 0 2 2
  t20 1 0 0
  t21 3 1 3
  t22 3 3 2
  t23 2 3 3
  t24 3 2 2
  t25 0 3 0
  t26 2 3 0
  t27 1 3 0
  t28 1 2 0
  t29 0 0 0
  t30 2 2 3
  t31 3 1 1
  t32 1 2 2
  t33 0 2 3
  t34 3 2 3
  t35 1 3 3
  t36 3 3 3
  t37 2 3 3
  t38 3 0 2
  t39 3 2 3
  t40 0 0 2
  t41 3 0 1
  t42 0 0 2
  t43 1 3 1
  t44 0 3 1
  t45 1 3 3
  t46 3 1 3
  t47 2 2 2
  t48 3 1 2
  t49 2 3 0
  t50 3 1 2
  t51 2 0 2
  t52 2 0 2
  t53 1 2 2
  t54 3 2 3
  t55 1 2 3
  t56 0 2 3
  t57 1 0 2
  t58 0 2 0
  t59 0 3 0
  t60 1 3 3
  t61 3 3 3
  t62 2 3 1
  t63 2 2 3
  t64 0 0 0
  t65 1 1 1
  t66 1 1 0
  t67 1 2 0
  t68 0 1 2
  t69 2 1 0
  t70 3 0 1
  t71 2 0 3
  t72 0 3 0
  t73 1 1 2
  t74 2 3 0
  t75 3 1 2
  t76 3 2 2
  t77 1 0 0
  t78 0 1 0
  t79 2 3 3
  t80 2 0 1
  t81 1 2 2
  t82 1 0 2
  t83 2 2 0
  t84 3 1 0
  t85 3 3 1
  t86 2 0 1
  t87 0 2 3
  t88 3 2 0
  t89 0 3 2
  t90 3 0 1
  t91 1 2 0
  t92 3 1 1
  t93 2 3 3
  t94 0 3 3
  t95 0 0 1
  t96 2 3 1
  t97 3 0 2
  t98 2 0 0
  t99 1 2 1
  t100 2 1 1
  t101 3 3 2
  t102 3 3 2
  t103 0 0 3
  t104 0 2 0
  t105 3 0 1
  t106 3 1 3
  t107 0 1 1
  t108 1 2 3
  t109 0 0 0
  t110 2 1 0
  t111 2 3 0
  t112 3 1 0
  t113 2 2 1
  t114 3 1 1
  t115 0 0 1
  t116 1 1 1
  t117 3 1 2
  t118 1 3 2
  t119 3 3 3
  t120 1 0 2
  t121 0 0 2
  t122 1 0 3
  t123 3 3 2
  t124 0 1 2
  t125 1 0 3
  t126 3 0 0
  t127 1 3 2
  t128 0 1 3
  t129 3 0 1
  t130 3 2 3
  t131 2 0 3
  t132 2 0 0
  t133 0 2 0
  t134 2 3 1
  t135 3 2 0
  t136 2 3 3
  t137 1 2 2
  t138 2 3 3
  t139 3 2 2
  t140 0 1 2
  t141 0 2 3
  t142 1 2 0
  t143 3 0 3
  t144 1 1 3
  t145 0 2 3
  t146 1 2 3
  t147 1 2 2
  t148 0 1 3
  t149 2 3 2
  t150 0 0 1
  t151 2 0 2
  t152 1 1 1
  t153 3 2 2
  t154 1 0 2
  t155 3 0 2
  t156 3 2 1
  t157 0 1 1
  t158 1 2 2
  t159 2 2 0
  t160 1 2 0
  t161 0 2 3
  t162 3 2 3
  t163 2 0 1
  t164 3 1 1
  t165 2 1 0
  t166 3 2 1
  t167 0 3 3
  t168 2 2 1
  t169 3 2 0
  t170 3 1 2
  t171 2 3 0
  t172 1 2 2
  t173 0 1 2
  t174 3 2 0
  t175 3 2 2
  t176 3 0 0
  t177 3 3 1
  t178 2 3 2
  t179 3 2 0
  t180 0 2 3
  t181 1 3 3
  t182 0 0 0
  t183 3 3 3
  t184 3 1 1
  t185 3 3 1
  t186 2 2 3
  t187 2 2 2
  t188 3 3 2
  t189 3 2 2
  t190 0 3 3
  t191 2 2 0
  t192 1 0 1
  t193 0 2 0
  t194 1 3 1
  t195 2 0 1
  t196 1 1 3
  t197 2 0 0
  t198 3 3 3
  t199 0 1 2
  t200 2 1 3
  t201 2 3 1
  t202 2 0 3
  t203 2 2 0
  t204 1 0 2
  t205 2 2 1
  t206 3 3 2
  t207 3 1 0
  t208 2 0 1
  t209 1 2 3
  t210 3 3 3
  t211 3 0 3
  t212 3 0 0
  t213 2 0 3
  t214 3 1 2
  t215 3 0 1
  t216 1 3 1
  t217 0 3 3
  t218 1 3 1
  t219 0 3 0
  t220 0 0 0
  t221 3 1 1
  t222 2 2 2
  t223 1 1 2
  t224 1 3 2
  t225 2 3 2
  t226 3 1 1
  t227 3 1 1
  t228 2 3 0
  t229 0 3 0
  t230 1 1 2
  t231 1 3 1
  t232 2 3 2
  t233 2 3 0
  t234 1 2 0
  t235 1 2 3
  t236 1 1 1
  t237 2 3 3
  t238 1 3 0
  t239 0 0 1
  t240 1 1 3
  t241 3 0 3
  t242 2 2 3
  t243 0 1 1
  t244 2 2 0
  t245 3 1 2
  t246 0 3 3
  t247 1 3 2
  t248 0 1 3
  t249 0 0 2
  t250 1 0 1
  t251 3 2 1
  t252 2 0 1
  t253 3 0 3
  t254 2 3 1
  t255 0 2 0
  t256 1 1 2
  t257 0 2 2
  t258 1 1 3
  t259 3 0 2
  t260 2 0 3
  t261 1 1 1
  t262 2 3 0
  t263 2 2 0
  t264 1 1 0
  t265 0 2 3
  t266 2 1 2
  t267 3 1 2
  t268 1 3 3
  t269 1 1 0
  t270 3 0 3
  t271 1 1 3
  t272 3 3 3
  t273 2 0 1
  t274 0 3 3
  t275 0 1 1
  t276 3 1 0
  t277 2 0 1
  t278 2 1 3
  t279 0 3 0
  t280 0 2 1
  t281 1 1 3
  t282 3 1 3
  t283 1 3 0
  t284 2 0 1
  t285 1 0 3
  t286 3 3 0
  t287 3 1 0
  t288 0 2 1
  t289 3 1 3
  t290 3 1 1
  t291 1 2 0
  t292 3 1 3
  t293 3 3 0
  t294 1 0 1
  t295 1 3 0
  t296 2 2 0
  t297 1 0 2
  t298 2 0 0
  t299 2 3 1
  t300 0 2 2
;

#=========================
# Resource Demands / Capacity
#=========================
param d : r1 r2 :=
  t1 1 1
  t2 3 2
  t3 2 2
  t4 1 1
  t5 4 1
  t6 1 1
  t7 2 2
  t8 1 2
  t9 4 2
  t10 4 3
  t11 1 2
  t12 4 3
  t13 3 2
  t14 2 3
  t15 1 1
  t16 4 1
  t17 3 3
  t18 3 1
  t19 4 1
  t20 4 1
  t21 3 3
  t22 2 1
  t23 1 2
  t24 3 1
  t25 2 1
  t26 4 3
  t27 4 3
  t28 2 3
  t29 3 2
  t30 3 1
  t31 2 2
  t32 2 4
  t33 4 3
  t34 2 3
  t35 1 2
  t36 1 3
  t37 4 3
  t38 1 2
  t39 3 2
  t40 4 4
  t41 4 2
  t42 3 2
  t43 2 3
  t44 4 4
  t45 3 2
  t46 2 4
  t47 1 1
  t48 1 2
  t49 2 4
  t50 1 4
  t51 4 4
  t52 3 1
  t53 1 3
  t54 3 1
  t55 3 4
  t56 2 4
  t57 1 3
  t58 2 1
  t59 3 2
  t60 2 3
  t61 2 1
  t62 3 4
  t63 1 1
  t64 3 3
  t65 2 1
  t66 2 1
  t67 1 4
  t68 1 2
  t69 2 4
  t70 2 3
  t71 4 2
  t72 2 3
  t73 4 3
  t74 4 4
  t75 1 2
  t76 2 1
  t77 3 1
  t78 2 2
  t79 1 1
  t80 1 2
  t81 1 1
  t82 3 1
  t83 2 3
  t84 4 2
  t85 2 4
  t86 2 4
  t87 4 2
  t88 1 1
  t89 4 3
  t90 4 4
  t91 4 1
  t92 1 1
  t93 4 3
  t94 1 2
  t95 2 2
  t96 4 2
  t97 4 2
  t98 3 4
  t99 2 1
  t100 4 1
  t101 1 1
  t102 1 2
  t103 2 4
  t104 4 4
  t105 2 4
  t106 1 2
  t107 4 1
  t108 4 3
  t109 4 3
  t110 4 4
  t111 2 2
  t112 3 2
  t113 1 1
  t114 3 1
  t115 1 4
  t116 2 1
  t117 1 2
  t118 1 1
  t119 2 4
  t120 1 2
  t121 1 1
  t122 4 3
  t123 3 2
  t124 3 2
  t125 3 4
  t126 2 3
  t127 4 3
  t128 1 1
  t129 4 1
  t130 1 2
  t131 3 2
  t132 3 1
  t133 2 3
  t134 3 2
  t135 4 3
  t136 1 3
  t137 1 2
  t138 3 1
  t139 1 2
  t140 3 3
  t141 2 3
  t142 2 3
  t143 4 3
  t144 1 1
  t145 4 3
  t146 1 1
  t147 3 2
  t148 3 2
  t149 4 4
  t150 1 1
  t151 1 2
  t152 1 3
  t153 2 4
  t154 2 1
  t155 3 3
  t156 1 3
  t157 2 2
  t158 1 3
  t159 4 2
  t160 2 2
  t161 2 4
  t162 1 2
  t163 3 4
  t164 2 3
  t165 2 1
  t166 4 1
  t167 4 2
  t168 2 4
  t169 3 3
  t170 2 2
  t171 1 2
  t172 4 3
  t173 3 1
  t174 3 3
  t175 4 3
  t176 1 1
  t177 3 2
  t178 3 1
  t179 1 4
  t180 3 3
  t181 4 1
  t182 4 2
  t183 3 1
  t184 4 1
  t185 2 3
  t186 4 1
  t187 3 3
  t188 1 3
  t189 3 4
  t190 3 4
  t191 3 2
  t192 2 4
  t193 4 2
  t194 3 4
  t195 1 3
  t196 3 2
  t197 4 3
  t198 4 4
  t199 4 2
  t200 4 2
  t201 1 3
  t202 3 1
  t203 2 3
  t204 2 2
  t205 2 1
  t206 1 2
  t207 4 1
  t208 4 4
  t209 2 4
  t210 4 4
  t211 2 2
  t212 1 1
  t213 4 2
  t214 2 4
  t215 1 2
  t216 1 4
  t217 2 4
  t218 3 4
  t219 4 4
  t220 2 4
  t221 4 3
  t222 2 3
  t223 4 2
  t224 3 4
  t225 1 3
  t226 2 3
  t227 3 3
  t228 1 2
  t229 2 2
  t230 4 2
  t231 2 1
  t232 4 4
  t233 3 4
  t234 4 1
  t235 2 4
  t236 4 1
  t237 4 4
  t238 1 3
  t239 3 4
  t240 4 2
  t241 4 2
  t242 3 4
  t243 4 1
  t244 4 3
  t245 4 2
  t246 4 2
  t247 1 4
  t248 1 1
  t249 4 2
  t250 4 2
  t251 1 3
  t252 4 3
  t253 2 4
  t254 3 3
  t255 4 3
  t256 4 3
  t257 1 4
  t258 1 1
  t259 3 2
  t260 1 1
  t261 1 2
  t262 2 1
  t263 2 2
  t264 2 4
  t265 1 2
  t266 4 3
  t267 3 2
  t268 1 2
  t269 3 1
  t270 1 3
  t271 4 4
  t272 2 1
  t273 2 1
  t274 3 1
  t275 1 3
  t276 4 3
  t277 1 3
  t278 1 4
  t279 4 1
  t280 4 3
  t281 4 2
  t282 4 2
  t283 3 4
  t284 4 4
  t285 3 3
  t286 2 1
  t287 3 4
  t288 2 4
  t289 4 3
  t290 1 4
  t291 3 2
  t292 4 2
  t293 3 3
  t294 3 3
  t295 3 1
  t296 2 1
  t297 2 4
  t298 4 2
  t299 4 4
  t300 4 1
;

param r : r1 r2 :=
  s1 4 6
  s2 5 7
  s3 9 5
;

#=========================
# Server Activation / Energy
#=========================
param e :=
  s1 3
  s2 1
  s3 2
;

param M := 999;

#=========================
# Objective Coefficients
#=========================
param w :=
  t1 3
  t2 2
  t3 4
  t4 3
  t5 1
  t6 5
  t7 1
  t8 1
  t9 1
  t10 5
  t11 3
  t12 3
  t13 2
  t14 2
  t15 5
  t16 2
  t17 4
  t18 4
  t19 1
  t20 2
  t21 4
  t22 1
  t23 5
  t24 1
  t25 2
  t26 2
  t27 1
  t28 5
  t29 2
  t30 4
  t31 5
  t32 5
  t33 2
  t34 4
  t35 1
  t36 1
  t37 1
  t38 3
  t39 3
  t40 2
  t41 3
  t42 3
  t43 2
  t44 4
  t45 3
  t46 3
  t47 2
  t48 5
  t49 5
  t50 2
  t51 4
  t52 4
  t53 2
  t54 1
  t55 1
  t56 3
  t57 5
  t58 2
  t59 2
  t60 5
  t61 3
  t62 3
  t63 3
  t64 1
  t65 5
  t66 3
  t67 1
  t68 1
  t69 1
  t70 5
  t71 4
  t72 3
  t73 4
  t74 5
  t75 4
  t76 3
  t77 1
  t78 5
  t79 1
  t80 2
  t81 1
  t82 1
  t83 2
  t84 5
  t85 3
  t86 2
  t87 4
  t88 3
  t89 1
  t90 3
  t91 1
  t92 5
  t93 1
  t94 4
  t95 5
  t96 4
  t97 3
  t98 5
  t99 1
  t100 1
  t101 3
  t102 3
  t103 4
  t104 5
  t105 3
  t106 1
  t107 4
  t108 4
  t109 5
  t110 5
  t111 3
  t112 4
  t113 2
  t114 1
  t115 5
  t116 4
  t117 4
  t118 5
  t119 2
  t120 5
  t121 4
  t122 3
  t123 2
  t124 1
  t125 2
  t126 3
  t127 2
  t128 1
  t129 2
  t130 2
  t131 1
  t132 3
  t133 3
  t134 2
  t135 2
  t136 3
  t137 3
  t138 3
  t139 1
  t140 3
  t141 5
  t142 3
  t143 3
  t144 1
  t145 5
  t146 1
  t147 3
  t148 5
  t149 4
  t150 4
  t151 3
  t152 2
  t153 4
  t154 4
  t155 1
  t156 2
  t157 2
  t158 2
  t159 5
  t160 1
  t161 5
  t162 2
  t163 4
  t164 3
  t165 3
  t166 2
  t167 2
  t168 4
  t169 1
  t170 1
  t171 1
  t172 1
  t173 1
  t174 2
  t175 2
  t176 2
  t177 3
  t178 5
  t179 3
  t180 3
  t181 2
  t182 4
  t183 5
  t184 5
  t185 4
  t186 2
  t187 3
  t188 3
  t189 1
  t190 2
  t191 5
  t192 2
  t193 2
  t194 3
  t195 5
  t196 4
  t197 3
  t198 3
  t199 2
  t200 4
  t201 2
  t202 2
  t203 3
  t204 2
  t205 2
  t206 4
  t207 5
  t208 5
  t209 1
  t210 2
  t211 3
  t212 1
  t213 1
  t214 4
  t215 3
  t216 2
  t217 5
  t218 3
  t219 2
  t220 2
  t221 1
  t222 2
  t223 3
  t224 4
  t225 4
  t226 4
  t227 3
  t228 5
  t229 1
  t230 1
  t231 4
  t232 3
  t233 4
  t234 5
  t235 3
  t236 4
  t237 2
  t238 5
  t239 2
  t240 3
  t241 1
  t242 2
  t243 5
  t244 3
  t245 1
  t246 1
  t247 5
  t248 3
  t249 1
  t250 5
  t251 1
  t252 1
  t253 4
  t254 5
  t255 1
  t256 3
  t257 3
  t258 5
  t259 5
  t260 4
  t261 2
  t262 2
  t263 3
  t264 2
  t265 3
  t266 5
  t267 3
  t268 3
  t269 4
  t270 2
  t271 1
  t272 5
  t273 3
  t274 1
  t275 4
  t276 4
  t277 3
  t278 3
  t279 3
  t280 2
  t281 4
  t282 1
  t283 2
  t284 3
  t285 5
  t286 3
  t287 2
  t288 3
  t289 4
  t290 4
  t291 3
  t292 4
  t293 5
  t294 5
  t295 5
  t296 4
  t297 1
  t298 2
  t299 2
  t300 5
;

param alpha := 0.1;
param gamma := 0.7;
param beta  := 0.2;

